"[心得] SONY ion LT28i使用心得,"
"[心得] arc s 換 xperia p 一週心得,"
"Re: [問題] 日本買手機..,"
"[心得] Galaxy Ace 2 Vs. Xperia P 使用心得,"
"Re: [討論] Google地圖很變態!!!!!,"
"[心得] NOKIA 100/101,"
"[問題] 目前三種智慧型手機顯示器比較,"
"[心得] 中華591學生專案辦Arc S,"
"Re: [情報] iPhone 5三天銷破5百萬支,"
"Re: [請益] 遠傳約滿，退租或是轉讓?,"
"[心得] note 2入手一天微心得。,"
"[心得] NOTE II 不專業(簡單)開箱/心得/閒聊,"
"Re: [問題] np進中華送的通話費,"
"[情報] 客製版One X改通路版,"
"[心得] PF2使用心得(無附圖),"
"Re: [請益] 如何好好善用智慧型手機的優點?,"
"Re: [心得] 我被偷續手機約,"
"Re: [請益] 該怎麼辦......,"
"Re: [新聞] 挺hTC 王雪紅：誰當老大難說,"
"Fw: [新聞] 牢記IMEI碼 追手機不難,"
"[討論] Note2 驗機 重點整理,"
"Re: [問題] 手機照相的品質~螢幕尺寸,"
"[心得] padfone2簡易心得與onex,TX,note2比較,"
"Re: [心得] pf2 購買一週,"
"[心得] 淺談從iOS跳到Android的心得,"
"Re: [請益] Xperia P、Samsung S2、 Advance選擇 ,"
"[號外] 這裡有批手機好便宜呀！ 手機板 Q&A,"
"Re: [心得] 我被偷續手機約,"
"[心得] hTC手機的WISPr功能,"
"[心得] 智慧型手機心得與NOTE2開箱,"
"[心得] NOTE II 幾個貼心內建小技巧 簡單介紹,"
"Re: [心得] hTC手機的WISPr功能,"
"[閒聊] 台灣大哥大真是有夠""主動"","
"Re: [閒聊] 台灣大哥大真是有夠""主動"","
"Re: [問題] 請推薦通話密錄功能方便的手機,"
"[心得] ONE X與SS XL更新後的雜感...,"
"Re: [閒聊] 台灣大哥大真是有夠""主動"","
"Re: [閒聊] 台灣大哥大真是有夠""主動"","
"[心得] TWM Amazing A2簡單心得,"
"Re: [閒聊] 7-11上網吃到飽,"
"[心得] 多面相談hTC 硬體篇,"
"[心得] 睡不著測色溫與亮度,"
"Re: [情報] Samsung TAB2 7.0 P3100 可更新4.1,"
"[心得] WP8手機，HTC 8s初略心得,"
"Fw: [討論] 為何WP7比Android還順? 從設計概念說起,"
"Fw: [討論] 為何WP7比Android還順? 從設計概念說起,"
"Re: [心得] WP8手機，HTC 8s初略心得,"
"[心得] HTC J使用兩個月回顧,"
"Re: [問題] 台灣大哥大 vs 中華電信,"
"[問題] 怎麼買比較划算NOTE2,"
"[閒聊] 我用過的智慧型手機....,"
"[問題]請問中華月租33方案轉平板199,"
"Re: [閒聊] 我用過的智慧型手機....,"
"[討論] 我用過的智慧型手機...,"
"[閒聊] 我用過的智慧型手機....,"
"Re: [問題] iPad mini or Nexus 7,"
"Re: [問題] iPad mini or Nexus 7,"
"Re: [問題] iPad mini or Nexus 7,"
"[閒聊] 遠傳電信傷害老客戶的心,"
"Re: [閒聊] 遠傳電信傷害老客戶的心,"
"Re: [閒聊] 遠傳電信傷害老客戶的心,"
"Re: [閒聊] 我用過的智慧型手機....,"
"Re: [閒聊] 遠傳電信傷害老客戶的心,"
"[心得] 中華群星同樂會+紅蝴蝶試用心得,"
"[心得] 實際操作蝴蝶機後的一點感想與建議,"
"[心得] 小7np中華（附小7客服的奇異舉動XD）,"
"[心得] One SV簡易心得,"
"Re: [閒聊] 遠傳電信傷害老客戶的心,"
"[閒聊] Lumia 900 AT&T解鎖(失敗),"
"[心得] Xperia P 使用心得,"
"[閒聊] 蝴蝶機到貨情報，請用這篇推文,"
"[心得] 蝴蝶機開箱（上）,"
"[心得] 末日前補到紅色亞美蝶(含中華優惠1000元),"
"[心得] 黑蝴蝶微心得,"
"[心得] 紅蝴蝶微心得,"
"[心得] 黑蝴蝶微心得  續集,"
"[心得] 蝴蝶機開箱（下）,"
"[心得] 值得推薦的智慧型手機,"
"Fw: [WP8 ] HTC 8s 開箱,"
"[心得] 白蝴蝶微開箱(?),"
"[心得] 挑戰iphone5神話與S3傳聞夜拍爛的主觀評測,"
"[閒聊] 聯強維修真的好爛...,"
"[情報] 買或不買iPad mini的理由,"
"[心得] HTC 蝴蝶 Butterfly 紅色開箱！,"
"Re: [閒聊] 這算是抱怨文,"
"[心得] lumia 920 PK HTC J 夜拍快報,"
"[心得] 買給父親的ONE SV，簡單心得,"
"[心得] Xperia V不愧是真旗艦,"
"[心得] SHARP SH837W 使用心得,"
"[心得] NOKIA Lumia 920,"
"[心得] NEXUS 4入手心得之..我終於拿到了,"
"[心得] hTC J 開箱 & 使用數日感想,"
"[心得] 紅蝴蝶第三天,"
"[心得] lumia 920夜拍大PK (1.0) (vs 頭號勁敵HTC J),"
"[閒聊] 眼鏡族對於大螢幕,"
"Re: [心得] 睡不著測色溫與亮度,"
"[心得] J兩個半月以及蝴蝶機的一週使用心得,"
"[店家] 購買蝴蝶的糟糕經驗,"
"[心得] 小配件：MHL與SmartTags,"
"[問題] HTC butterfly使用line通話後...,"
"Re: [討論] HTC 好用的地方,"
"[心得] 愛拍照輕度使用推Sony XP /HTC ONEX,"
"[心得] HTC windows phone 8S 心得,"
"[討論] 各家電信「獨賣」的手機,"
"Re: [問題] 遠傳詐騙續約（氣）,"
"Re: [問題] Moii究竟為何方神聖 (E801),"
"Fw: [討論] ip5、pf2、蝴蝶照相螢幕比較！,"
"Re: [問題] HTC 問題 (android.process.acore),"
"[問題] 統整手上 Sony TX 的狀況,"
"[心得] Samsung S3 I9300使用半年的心得,"
"[心得] ONE X 保固 HTC服務真好,"
"[心得] lumia 920拍照大PK (2.0) 日拍,"
"[心得] lumia 920拍照大PK (3.1) KTV包廂,"
"[問題] 需要買兩隻x1-01嗎？,"
"[心得] 蝴蝶機的三週心得,"
"Re: [問題] 大家不推WP8的原因??,"
"Re: [心得] Surface RT開箱，可取代一般筆電的平板,"
"[心得] lumia 920拍照大PK (3.2) 夜拍 七賢橋上,"
"Re: [討論] 不要買蝴蝶機的理由,"
"[心得] 遲來的黃色lumia 920 開箱,"
"[討論] Note2 中文手寫,"
"[閒聊] 不能只憑預購單號領機???(文長含怨),"
"[心得] 網路評測夜拍的誤導...關於IP5與S3,"
"[心得] 蝴蝶心得使用感想&小評,"
"Re: [問題] 有人從Android跳到Win Phone嗎?,"
"[心得] 驚奇的夜拍軟體..驚奇的結果XDDD  s2 與note2,"
"[情報] 舊全民共省轉全民共省新年購機方案之爭議,"
"[討論] 關於S3死機的來龍去脈,"
"[心得] HTC 蝴蝶摔機測試之Butterfly 不是故意的,"
"Re: [心得] INHON G1開箱,"
"[情報] Xperia V有災情出現,"
"[心得] Xperia T兩天簡易心得,"
要我自己解決通話邊界問題...
"Re: [心得] 神腦真的很扯耶....,"
"Re: [問題] 送修聯強之後,結果把手機弄壞又不處理...,"
"[討論] 整理一下各家升級更新進度,"
"[討論] Sony直營、旗艦、一般經銷店/其他 差異 ,"
"[心得] NFC豆知識,"
"[心得] hTC J升級，改吃雷根糖,"
"[閒聊] 我的手機使用演化史,"
"[心得] 蝴蝶機12天使用感想,"
"Re: [閒聊] 我的手機使用演化史,"
"Re: [情報] Xperia V有災情出現,"
"Re: [閒聊] 我的手機使用演化史,"
"[閒聊] 我所買過與使用過的智慧型手機(剛好13姨..XD),"
"Re: [閒聊] 我的手機使用演化史,"
"Re: [閒聊] 我的手機使用演化史,"
"Re: [問題] 直上蝴蝶機？,"
"[心得] One X 送修經驗心得,"
"Re: [閒聊] 蝴蝶micro usb防塵蓋斷了,"
"[心得] 從 S2 到 hTC J 一日心得,"
"[閒聊] Xperia P亂拍分享  /拍照/相機/攝影/照相/,"
"[心得] Sony Xperia Ion (LT28i),"
"Re: [問題] 中華欠費,"
"[心得] ButterFly 與 Note2,"
"[討論] iTunes for iPhone 真的很難上手嗎？,"
"Re: [討論] iTunes for iPhone 真的很難上手嗎？,"
"[心得] HTC ONE SV開箱,"
"Re: [情報] Xperia Z 四大電信方案出爐,"
"Fw: [其他] 淺談  AMOLED   PHOLED   OLED,"
"[閒聊] Android系統耗電,"
"[閒聊] New HTC One 沒有很深入的心得,"
"Re: [新聞] 宏達電挑戰智慧手機3哥,"
"[閒聊] 各家歷年的Android旗艦手機,"
"Re: [閒聊] 各家歷年的Android旗艦手機,"
"Re: [心得] 蝴蝶機新品換貨甘苦談,"
"[心得] 銀髮族辦手機真的要注意...,"
"[心得] HTC蝴蝶機 HTL21(日)開箱與x920d(台)比較,"
"[討論] XPERIA V 使用心得與災情整理,"
"[閒聊] Sony Xperia Z 簡易開箱（邊框有小瑕疵）,"
"[心得] sony維修心得,"
"[心得] 蝴蝶機、note2、920、iphone5等室內拍,"
"[心得] SONY Z 使用一天之小心得,"
"[心得] 蝴蝶機、note2、S3、920、iphone5等日拍,"
"Re: [情報] 新 HTC One 體驗會 現場實況,"
"[心得] Sony Xperia Z簡易開箱文,"
"[閒聊] HTC J過年日本行使用心得,"
"[閒聊] SONY Z 相關大哉問,"
"[心得] SONY Z的WIFI很奇怪(推文有AP使用分享),"
"[情報] LG機海整理 (L3 L5 L7)二代 F5 F7,"
"[心得] Samsung NOTEII 使用一個月心得,"
"[情報] 三星推特上的S4輪廓圖,"
"[心得] 鏡激白入手感想,"
"[問題] 到底要買新一 還是SONY XZ?,"
"Re: [問題] 到底要買新一 還是SONY XZ?,"
"Re: [心得] 我還是覺得相素很重要-新一 VS IP5,"
"[心得] inhon g1 兩三事,"
"Re: [閒聊] 三星 Galaxy S4 特點,"
"Re: [閒聊] 三星 Galaxy S4 特點,"
"Re: [閒聊] 三星 Galaxy S4 特點,"
"Re: [閒聊] 三星 Galaxy S4 特點,"
"[心得] Xperia Z微心得,"
"Re: [閒聊] 三星 Galaxy S4 特點,"
"[討論]S4，智慧型手機至今，最接近完美的一部。,"
"[情報] 三星手機Galaxy S IV眼球暫停功能或涉嫌,"
"Re: [請益] 中華學生專案違約金,"
"[問題] 有人拿三星手機常被吐嗎,"
"[心得] 2012年知名手機夜拍PK終章(三)旗津+黑林,"
"Re: [情報] HTC One 缺貨的背後 ,"
"[閒聊] 台灣大哥大強迫推銷,"
"[情報] Sony Xperia Z開發團隊專訪文翻譯,"
"[閒聊] 試著做一下九熊圖,"
"Re: [問題] 平板的選擇：iPad mini & Nexus 7,"
"Re: [心得] HTC 新一 new one 電視遙控器,"
"Re: [心得] new ONE 使用心得,"
"Re: [心得] new ONE 使用心得,"
"[閒聊] 近期旗艦機音質及音量評測,"
"[心得] 來個New One開箱&心得,"
"[心得] New HTC ONE 等八支神機拍照亂鬥,"
"Re: [心得] New HTC ONE 等八支神機拍照亂鬥,"
"[情報] 關於Xperia Z面板黑白遲延與解決方法,"
"[新聞] 手機上市討論夯　論壇竟出現黑暗行銷?,"
"[閒聊] HTC的行銷很落漆,"
"Re: [請益] SONY HTC 充電器共用?,"
"Re: [問題] 請問xperia z螢幕入塵能換嗎？,"
"[情報] 傳Sony首款One Sony系列夢幻機王7月問世,"
"Re: [情報] 傳Sony首款One Sony系列夢幻機王7月問世,"
"[心得] 京站Padfone Infinity試用心得,"
"Re: [問題] MTO MK319 鳳蝶機 仿蝴蝶機外型 MTK6589,"
"[心得] One Sony首款機皇Xperia Z雙週使用心得,"
"Re: [閒聊] HTC的行銷很落漆,"
"Re: [閒聊] HTC的行銷很落漆,"
"Re: [閒聊] HTC的行銷很落漆,"
"[閒聊] HTC的維修""費"","
"[心得] Xperia T 購機使用心得,"
"Re: [情報] HTC New One 北美地區預購開始,"
"Re: [問題] 澳洲行動電源請益(note2),"
"Re: [問題] SONY手機的保固註冊？,"
"[心得] hTC Butterfly 簡單心得,"
"[心得] NEW HTC ONE 使用心得,"
"[閒聊] LG Optimus G入手!!,"
"Re: [情報] HTC將要滅亡的十個理由,"
"Re: [請益] 想買Sony xperia  TX疑慮...(已爬文),"
"Re: [討論] 日本Xperia Z，改善睡死災情...,"
"Re: [心得] NEW HTC ONE 入手心得..,"
"[心得] Xperia Z省電之可停用與移除之程式,"
"[心得] HTC蝴蝶機使用心得Part2 ,"
"Re: [心得] 睡不著測色溫與亮度,"
"Re: [閒聊] S4 可能還是賣得比S3好(台灣部份),"
"[心得] Galaxy S4試用心得,"
"[心得] Xperia SP簡易測試心得,"
"[情報] 黑莓 blackberry Z10 開箱評測,"
"Re: [心得] Xperia SP簡易測試心得,"
"Re: [心得] Galaxy S4試用心得,"
"[閒聊] 媽~我的new one手機不小心把冷氣打開了!,"
"[心得] Xperia TX 4.1.2後相機實拍/拍照/照相,"
"[心得] SONY Xperia Z簡短把玩心得,"
"[心得] 有點熱騰騰的Note 8.0不專業開箱～,"
"Fw: [WP8 ] ルミア720低清有碼開箱 ,"
"Re: [情報] S4 16G容量約只有8G可自由使用,"
"[心得] Padfone Infinity,"
"[心得] NEW HTC ONE 使用一週 + Media Link HD,"
"[心得] blackberry z10 入手使用心得,"
"[閒聊] 很晚跟上的HTC one x螢幕災情，還是好用,"
"[心得] 一肚子氣的Sony Xperia Z,"
"Re: [情報] Sony XZ升級版搭配2000萬畫素相機 七月推出？,"
"[情報] Xperia Z的JDI螢幕是VA面板,"
"[心得] S4與各家手機拍照PK  補上之前new one 等,"
"[討論] HTC語音助手小hi被對岸提取出來了,"
"[心得] New One VS S4 拍照無圖心得與比較,"
"[心得] HTC One一周使用心得,"
"[心得] HTC維修中心真的好慢...,"
"[心得] LG optimus G ,"
"Re: [問題] 中華NP至小七7MOBILE，從小七NP回中華失敗,"
"[心得] 小米2S體驗心得,"
"[請益] S4和蝴蝶機差異,"
"[心得] ASUS PFI入手兩週心得,"
"[討論] 各家機皇夜拍盲測結果雜感,"
